content,score,at,userName,sentiment,text_clean,text_StopWord,text_stemmed
"Aplikasi nya membantu banget deh,Soalnya Pas mau jalan² bisa liat cuaca dulu,Makasih Udah bikin aplikasi Nya. ☺️",5,2022-07-11 07:27:45,Pengguna Google,Positif,aplikasi nya membantu banget dehsoalnya pas mau jalan² bisa liat cuaca dulumakasih udah bikin aplikasi nya ,aplikasi nya membantu banget dehsoalnya pas jalan² liat cuaca dulumakasih udah bikin aplikasi nya,aplikasi nya membantu banget dehsoalnya pa jalan² liat cuaca dulumakasih udah bikin aplikasi nya
👍👍👍👍👍,5,2022-07-11 07:27:07,Pengguna Google,Positif,,,
Ok,5,2022-07-11 07:27:05,Pengguna Google,Positif,ok,ok,ok
Keren,5,2022-07-11 07:27:02,Pengguna Google,Positif,keren,keren,keren
Informasi gempa dan kondisi cuaca sangat membantu 👍👍,5,2022-07-11 07:26:58,Pengguna Google,Positif,informasi gempa dan kondisi cuaca sangat membantu ,informasi gempa kondisi cuaca membantu,informasi gempa kondisi cuaca membantu
Informasi cuaca tidak akurat,3,2022-07-11 07:26:42,Pengguna Google,Netral,informasi cuaca tidak akurat,informasi cuaca akurat,informasi cuaca akurat
Sangat membantu,5,2022-07-11 07:26:36,Pengguna Google,Positif,sangat membantu,membantu,membantu
Tolong kasih notifikasi perkiraan cuaca,5,2022-07-11 07:26:06,Pengguna Google,Positif,tolong kasih notifikasi perkiraan cuaca,tolong kasih notifikasi perkiraan cuaca,tolong kasih notifikasi perkiraan cuaca
ok,5,2022-07-11 07:24:18,Pengguna Google,Positif,ok,ok,ok
Dapat memberikan info² yg penting,5,2022-07-11 07:23:38,Pengguna Google,Positif,dapat memberikan info² yg penting,info² yg,info² yg
Kereenn,5,2022-07-11 07:23:30,Pengguna Google,Positif,kereenn,kereenn,kereenn
Matap,5,2022-07-11 07:23:16,Pengguna Google,Positif,matap,matap,matap
Bagus,5,2022-07-11 07:22:37,Pengguna Google,Positif,bagus,bagus,bagu
Wahh jadi SANGAT BAGUS!! Terasa komplit dehh,5,2022-07-11 07:22:24,Pengguna Google,Positif,wahh jadi sangat bagus terasa komplit dehh,wahh bagus komplit dehh,wahh bagu komplit dehh
memudahkan dan sangat membantu pada saat mau traveling... terkait prakiraan cuaca...👍👍👍,5,2022-07-11 07:22:23,Pengguna Google,Positif,memudahkan dan sangat membantu pada saat mau traveling terkait prakiraan cuaca,memudahkan membantu traveling terkait prakiraan cuaca,memudahkan membantu travel terkait prakiraan cuaca
Good app,5,2022-07-11 07:22:16,Pengguna Google,Positif,good app,good app,good app
Tolong untuk kemampuan share berbagi ke media sosial dan aplikasi lainnya berupa gambar janga berupa teks tulis.,3,2022-07-11 07:22:04,Pengguna Google,Netral,tolong untuk kemampuan share berbagi ke media sosial dan aplikasi lainnya berupa gambar janga berupa teks tulis,tolong kemampuan share berbagi media sosial aplikasi gambar janga teks tulis,tolong kemampuan share berbagi media sosial aplikasi gambar janga tek tuli
Bermanfaat untuk informasi nya,5,2022-07-11 07:21:58,Pengguna Google,Positif,bermanfaat untuk informasi nya,bermanfaat informasi nya,bermanfaat informasi nya
Ok,5,2022-07-11 07:20:32,Pengguna Google,Positif,ok,ok,ok
Informatif dan berguna untuk mendeteksi bencana alam di indonesia,4,2022-07-11 07:20:31,Pengguna Google,Positif,informatif dan berguna untuk mendeteksi bencana alam di indonesia,informatif berguna mendeteksi bencana alam indonesia,informatif berguna mendeteksi bencana alam indonesia
👍👍👍👍👍,5,2022-07-11 07:19:55,Pengguna Google,Positif,,,
Membantu sekali utk perkiraan cuaca di kebun,5,2022-07-11 07:19:44,Pengguna Google,Positif,membantu sekali utk perkiraan cuaca di kebun,membantu utk perkiraan cuaca kebun,membantu utk perkiraan cuaca kebun
Baik,5,2022-07-11 07:19:37,Pengguna Google,Positif,baik,,
Good,5,2022-07-11 07:19:31,Pengguna Google,Positif,good,good,good
Bagus,5,2022-07-11 00:05:18,Pengguna Google,Positif,bagus,bagus,bagu
Sangat berguna,5,2022-07-10 23:52:06,Pengguna Google,Positif,sangat berguna,berguna,berguna
Bgus,5,2022-07-10 10:14:14,Pengguna Google,Positif,bgus,bgus,bgu
iya aplakasi ini sangat membantu terimakasih . BMKG,5,2022-07-09 14:33:08,Pengguna Google,Positif,iya aplakasi ini sangat membantu terimakasih  bmkg,iya aplakasi membantu terimakasih bmkg,iya aplakasi membantu terimakasih bmkg
"Bagus, bisa melihat indeks uv",5,2022-07-09 08:42:01,Pengguna Google,Positif,bagus bisa melihat indeks uv,bagus indeks uv,bagu indek uv
Jaya selalu,5,2022-07-08 20:31:03,Pengguna Google,Positif,jaya selalu,jaya,jaya
Laut indonesia,5,2022-07-08 17:06:16,Pengguna Google,Positif,laut indonesia,laut indonesia,laut indonesia
", T-T",3,2022-07-07 23:14:10,Pengguna Google,Netral, tt,tt,tt
Sangat membantu. Informasi sangat akurat dan realtime👍👍👍👍,5,2022-07-07 15:26:54,Pengguna Google,Positif,sangat membantu informasi sangat akurat dan realtime,membantu informasi akurat realtime,membantu informasi akurat realtim
baguss,5,2022-07-07 14:40:39,Pengguna Google,Positif,baguss,baguss,baguss
Sangat manfaat,5,2022-07-07 00:24:54,Pengguna Google,Positif,sangat manfaat,manfaat,manfaat
"Meleset, gak mendekati malah",1,2022-07-06 12:24:55,Pengguna Google,Negatif,meleset gak mendekati malah,meleset gak mendekati,meleset gak mendekati
Ya bagus banget.,5,2022-07-06 08:41:13,Pengguna Google,Positif,ya bagus banget,ya bagus banget,ya bagu banget
Updatenya oke,4,2022-07-05 15:13:14,Pengguna Google,Positif,updatenya oke,updatenya oke,updatenya oke
Sangat membantu,5,2022-07-05 14:37:15,Pengguna Google,Positif,sangat membantu,membantu,membantu
Ngetik nyoba dulu bintang 3,3,2022-07-05 14:06:56,Pengguna Google,Netral,ngetik nyoba dulu bintang ,ngetik nyoba bintang,ngetik nyoba bintang
informatif,5,2022-07-02 11:51:46,Pengguna Google,Positif,informatif,informatif,informatif
Gak akurat... Katanya cerah padahal lagi mendung dan hujan,1,2022-07-02 03:26:56,Pengguna Google,Negatif,gak akurat katanya cerah padahal lagi mendung dan hujan,gak akurat cerah mendung hujan,gak akurat cerah mendung hujan
Aplikasi yang sangat bermanfaat untuk mengetahui keadaan cuaca di wilayah Indonesia terimah kasih,5,2022-07-01 15:19:59,Pengguna Google,Positif,aplikasi yang sangat bermanfaat untuk mengetahui keadaan cuaca di wilayah indonesia terimah kasih,aplikasi bermanfaat cuaca wilayah indonesia terimah kasih,aplikasi bermanfaat cuaca wilayah indonesia terimah kasih
Jos...,5,2022-07-01 07:32:53,Pengguna Google,Positif,jos,jos,jo
banyak informasi terbaru setiap harinya,5,2022-06-30 22:56:08,Pengguna Google,Positif,banyak informasi terbaru setiap harinya,informasi terbaru harinya,informasi terbaru harinya
Good,5,2022-06-30 17:10:10,Pengguna Google,Positif,good,good,good
"Apk abal abal, umalulu lagi hujan dari jam 3 pagi dia malah bilang berawan",1,2022-06-30 05:52:17,Pengguna Google,Negatif,apk abal abal umalulu lagi hujan dari jam  pagi dia malah bilang berawan,apk abal abal umalulu hujan jam pagi bilang berawan,apk abal abal umalulu hujan jam pagi bilang berawan
"Tolong bagian lokasinya diperbaiki, masa harus input manual bukan menyesuaikan dengan lokasi perangkat.",2,2022-06-30 02:41:27,Pengguna Google,Negatif,tolong bagian lokasinya diperbaiki masa harus input manual bukan menyesuaikan dengan lokasi perangkat,tolong lokasinya diperbaiki input manual menyesuaikan lokasi perangkat,tolong lokasinya diperbaiki input manual menyesuaikan lokasi perangkat
Bagus baget,5,2022-06-30 02:35:11,Pengguna Google,Positif,bagus baget,bagus baget,bagu baget
Bagus sekali,5,2022-06-29 12:31:06,Pengguna Google,Positif,bagus sekali,bagus,bagu
Baik,5,2022-06-29 11:11:48,Pengguna Google,Positif,baik,,
Baik,5,2022-06-29 00:20:13,Pengguna Google,Positif,baik,,
Sangat membantu kita dalam mengetahui keadaan alam Indonesia,5,2022-06-28 23:08:52,Pengguna Google,Positif,sangat membantu kita dalam mengetahui keadaan alam indonesia,membantu alam indonesia,membantu alam indonesia
Sangat bermanfaat 👍👍👍,5,2022-06-28 21:59:07,Pengguna Google,Positif,sangat bermanfaat ,bermanfaat,bermanfaat
*-Siiip-*,4,2022-06-28 16:12:51,Pengguna Google,Positif,siiip,siiip,siiip
notifikasi gempa kurang update seringnya telat,1,2022-06-27 18:02:26,Pengguna Google,Negatif,notifikasi gempa kurang update seringnya telat,notifikasi gempa update telat,notifikasi gempa updat telat
Puass almduliah',5,2022-06-27 17:02:27,Pengguna Google,Positif,puass almduliah,puass almduliah,puass almduliah
Cukup bermanfaat,5,2022-06-26 12:53:26,Pengguna Google,Positif,cukup bermanfaat,bermanfaat,bermanfaat
Mulai lambat pemberitahuan gempanya. Ngak semua gempa yg terjadi muncul pemberitahuan,2,2022-06-26 12:49:31,Pengguna Google,Negatif,mulai lambat pemberitahuan gempanya ngak semua gempa yg terjadi muncul pemberitahuan,lambat pemberitahuan gempanya ngak gempa yg muncul pemberitahuan,lambat pemberitahuan gempanya ngak gempa yg muncul pemberitahuan
Sangat bagus,5,2022-06-26 03:54:05,Pengguna Google,Positif,sangat bagus,bagus,bagu
Bermanfaat.,5,2022-06-25 12:05:13,Pengguna Google,Positif,bermanfaat,bermanfaat,bermanfaat
Ok,5,2022-06-25 00:33:32,Pengguna Google,Positif,ok,ok,ok
Mantap,5,2022-06-25 00:28:07,Pengguna Google,Positif,mantap,mantap,mantap
ternyata modal hotspot ya tapi iyasih membantu,3,2022-06-24 23:36:40,Pengguna Google,Netral,ternyata modal hotspot ya tapi iyasih membantu,modal hotspot ya iyasih membantu,modal hotspot ya iyasih membantu
"Tolong diperbaiki lagi kinerja nya,masa gempa udah setengah jam baru update,lama kali sekarang update nya..",3,2022-06-24 19:21:52,Pengguna Google,Netral,tolong diperbaiki lagi kinerja nyamasa gempa udah setengah jam baru updatelama kali sekarang update nya,tolong diperbaiki kinerja nyamasa gempa udah jam updatelama kali update nya,tolong diperbaiki kinerja nyamasa gempa udah jam updatelama kali updat nya
Bagus,5,2022-06-24 00:41:59,Pengguna Google,Positif,bagus,bagus,bagu
Mantap,4,2022-06-23 19:56:34,Pengguna Google,Positif,mantap,mantap,mantap
Gak cucok blassss... Cuaca cerah ..ehhh hujan lebatt.. Hehehe,1,2022-06-23 11:31:19,Pengguna Google,Negatif,gak cucok blassss cuaca cerah ehhh hujan lebatt hehehe,gak cucok blassss cuaca cerah ehhh hujan lebatt hehehe,gak cucok blassss cuaca cerah ehhh hujan lebatt heheh
"Mulai tidak bagus... sudah 2X gempa tdak terdeteksi.. di aplikasi lain sudah terdeteksi, tapi aplikasi ini tidak mendeteksi...",1,2022-06-23 04:43:27,Pengguna Google,Negatif,mulai tidak bagus sudah x gempa tdak terdeteksi di aplikasi lain sudah terdeteksi tapi aplikasi ini tidak mendeteksi,bagus x gempa tdak terdeteksi aplikasi terdeteksi aplikasi mendeteksi,bagu x gempa tdak terdeteksi aplikasi terdeteksi aplikasi mendeteksi
Terimakasih atas info nya dan sangat berguna bagi saya sebagai Relawan Bencana Kota Padangpanjang Sumbar dan merangkap menjadi Ketua FPRB nya dan merangkap menkadi Ketua Potensi SAR Kota Padangpanjang Sumbar,5,2022-06-21 23:06:10,Pengguna Google,Positif,terimakasih atas info nya dan sangat berguna bagi saya sebagai relawan bencana kota padangpanjang sumbar dan merangkap menjadi ketua fprb nya dan merangkap menkadi ketua potensi sar kota padangpanjang sumbar,terimakasih info nya berguna relawan bencana kota padangpanjang sumbar merangkap ketua fprb nya merangkap menkadi ketua potensi sar kota padangpanjang sumbar,terimakasih info nya berguna relawan bencana kota padangpanjang sumbar merangkap ketua fprb nya merangkap menkadi ketua potensi sar kota padangpanjang sumbar
"Lokasi buat cuaca dan kualitas udara kok nggak lengkap ya? Aku nyari lokasiku, tapi tidak terdaftar. Tolong ditingkatkan.",2,2022-06-20 23:00:28,Pengguna Google,Negatif,lokasi buat cuaca dan kualitas udara kok nggak lengkap ya aku nyari lokasiku tapi tidak terdaftar tolong ditingkatkan,lokasi cuaca kualitas udara nggak lengkap ya nyari lokasiku terdaftar tolong ditingkatkan,lokasi cuaca kualita udara nggak lengkap ya nyari lokasiku terdaftar tolong ditingkatkan
sangt membantu,5,2022-06-20 08:08:05,Pengguna Google,Positif,sangt membantu,sangt membantu,sangt membantu
Keren,5,2022-06-19 18:41:07,Pengguna Google,Positif,keren,keren,keren
"Mohon di tingktkan lagi.... Aplikasi ini lambat pemberitahuan gempanya... Misalkan,Gempa di menit ini eh pembritahuannya di APL muncul stngh jam lagi.... Tlong di tingktkan... KURANG CEPAT",3,2022-06-19 16:34:24,Pengguna Google,Netral,mohon di tingktkan lagi aplikasi ini lambat pemberitahuan gempanya misalkangempa di menit ini eh pembritahuannya di apl muncul stngh jam lagi tlong di tingktkan kurang cepat,mohon tingktkan aplikasi lambat pemberitahuan gempanya misalkangempa menit eh pembritahuannya apl muncul stngh jam tlong tingktkan cepat,mohon tingktkan aplikasi lambat pemberitahuan gempanya misalkangempa menit eh pembritahuannya apl muncul stngh jam tlong tingktkan cepat
Pasang surut air laut kok nggak ada yaa....,3,2022-06-19 11:00:00,Pengguna Google,Netral,pasang surut air laut kok nggak ada yaa,pasang surut air laut nggak yaa,pasang surut air laut nggak yaa
Saya lijat info utk cuaca belum akurat. Mungkin bmkg bisa menambah alat utk memambah data informasi dan untuk bagian riset utk lebih belajar metode perhutungan dari data yg dikumpulkan agar lebih mrndekati ke akuratan.,1,2022-06-18 22:45:57,Pengguna Google,Negatif,saya lijat info utk cuaca belum akurat mungkin bmkg bisa menambah alat utk memambah data informasi dan untuk bagian riset utk lebih belajar metode perhutungan dari data yg dikumpulkan agar lebih mrndekati ke akuratan,lijat info utk cuaca akurat bmkg menambah alat utk memambah data informasi riset utk belajar metode perhutungan data yg dikumpulkan mrndekati akuratan,lijat info utk cuaca akurat bmkg menambah alat utk memambah data informasi riset utk belajar metod perhutungan data yg dikumpulkan mrndekati akuratan
baguss,5,2022-06-18 13:25:17,Pengguna Google,Positif,baguss,baguss,baguss
Aplikasi sangat bagus tanpa iklan sangat membantu perkiraan cuaca,5,2022-06-18 06:15:43,Pengguna Google,Positif,aplikasi sangat bagus tanpa iklan sangat membantu perkiraan cuaca,aplikasi bagus iklan membantu perkiraan cuaca,aplikasi bagu iklan membantu perkiraan cuaca
Bagus,5,2022-06-17 17:47:15,Pengguna Google,Positif,bagus,bagus,bagu
"Kurang akurat, sy bbrp kali mengalami gempa d Sulteng tp hingga 1 hari blm ada keterangan d aplikasi tsb",3,2022-06-16 12:51:58,Pengguna Google,Netral,kurang akurat sy bbrp kali mengalami gempa d sulteng tp hingga  hari blm ada keterangan d aplikasi tsb,akurat sy bbrp kali mengalami gempa d sulteng tp blm keterangan d aplikasi tsb,akurat sy bbrp kali mengalami gempa d sulteng tp blm keterangan d aplikasi tsb
Jadilah masyarakat yg tanggap dan tetap waspada thp iklim saat ini,5,2022-06-16 08:09:23,Pengguna Google,Positif,jadilah masyarakat yg tanggap dan tetap waspada thp iklim saat ini,masyarakat yg tanggap waspada thp iklim,masyarakat yg tanggap waspada thp iklim
3 bintang dulu kalau bisa tambahkan juga live streming tv khusus berita cuaca dan gempa di semua lokasi agar dapat live streaming,3,2022-06-15 21:38:48,Pengguna Google,Netral, bintang dulu kalau bisa tambahkan juga live streming tv khusus berita cuaca dan gempa di semua lokasi agar dapat live streaming,bintang tambahkan live streming tv khusus berita cuaca gempa lokasi live streaming,bintang tambahkan live streme tv khusu berita cuaca gempa lokasi live stream
"Aplikasih ini sangat bagus ,kita bisa tau dmna pusat gemppa",5,2022-06-15 13:50:24,Pengguna Google,Positif,aplikasih ini sangat bagus kita bisa tau dmna pusat gemppa,aplikasih bagus tau dmna pusat gemppa,aplikasih bagu tau dmna pusat gemppa
il iku loby mh yu Kim min di. k,2,2022-06-15 08:19:09,Pengguna Google,Negatif,il iku loby mh yu kim min di k,il iku loby mh yu kim min k,il iku lobi mh yu kim min k
Sangat bagus sekalih,5,2022-06-14 21:20:28,Pengguna Google,Positif,sangat bagus sekalih,bagus sekalih,bagu sekalih
Good,5,2022-06-13 11:59:52,Pengguna Google,Positif,good,good,good
Keren,5,2022-06-13 08:03:43,Pengguna Google,Positif,keren,keren,keren
bagus buat mengetahui info tentang perakiraan bencana alam...,5,2022-06-13 05:56:43,Pengguna Google,Positif,bagus buat mengetahui info tentang perakiraan bencana alam,bagus info perakiraan bencana alam,bagu info perakiraan bencana alam
baik,5,2022-06-13 05:10:39,Pengguna Google,Positif,baik,,
Mantap!,5,2022-06-13 05:02:19,Pengguna Google,Positif,mantap,mantap,mantap
Aplikasi bagus,4,2022-06-12 16:05:01,Pengguna Google,Positif,aplikasi bagus,aplikasi bagus,aplikasi bagu
Mantap,5,2022-06-12 11:59:55,Pengguna Google,Positif,mantap,mantap,mantap
Sangat bermampaat,5,2022-06-12 10:59:01,Pengguna Google,Positif,sangat bermampaat,bermampaat,bermampaat
info nya lengkap dan jelas,5,2022-06-12 10:53:59,Pengguna Google,Positif,info nya lengkap dan jelas,info nya lengkap,info nya lengkap
Alhamdulilah sangat membantu melihat posisi terjadinya bencana alam,5,2022-06-12 10:25:10,Pengguna Google,Positif,alhamdulilah sangat membantu melihat posisi terjadinya bencana alam,alhamdulilah membantu posisi bencana alam,alhamdulilah membantu posisi bencana alam
Ok banget buat pengetahuan edukasi dsb,5,2022-06-12 09:18:14,Pengguna Google,Positif,ok banget buat pengetahuan edukasi dsb,ok banget pengetahuan edukasi dsb,ok banget pengetahuan edukasi dsb
Saran : kalo di tambahi alarm sebelum gempa / real time kayak bagus karena apa karena negara kita di lalui lempeng yang setiap hari bergerak. Jadi alarm ini seperti di Jepang yang sebelum gempa sudah ada notifikasi otomatis yang memberi hitungan mundur gempa dan notifikasi gempa. Kalo inovasi ini di terapkan di Indonesia insyaallah warga Indonesia bisa selamat dan lebih antisipasi sebelum adanya gempa. BMKG FOR YOU,5,2022-06-12 04:01:13,Pengguna Google,Positif,saran  kalo di tambahi alarm sebelum gempa  real time kayak bagus karena apa karena negara kita di lalui lempeng yang setiap hari bergerak jadi alarm ini seperti di jepang yang sebelum gempa sudah ada notifikasi otomatis yang memberi hitungan mundur gempa dan notifikasi gempa kalo inovasi ini di terapkan di indonesia insyaallah warga indonesia bisa selamat dan lebih antisipasi sebelum adanya gempa bmkg for you,saran kalo tambahi alarm gempa real time kayak bagus negara lalui lempeng bergerak alarm jepang gempa notifikasi otomatis hitungan mundur gempa notifikasi gempa kalo inovasi terapkan indonesia insyaallah warga indonesia selamat antisipasi gempa bmkg for you,saran kalo tambahi alarm gempa real time kayak bagu negara lalui lempeng bergerak alarm jepang gempa notifikasi otomati hitungan mundur gempa notifikasi gempa kalo inovasi terapkan indonesia insyaallah warga indonesia selamat antisipasi gempa bmkg for you
